"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Days in Trade","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Underlying","Strategy","Opening Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2026-04-01","11:42:00",6592.2,"3 Apr 1 6585 P BTO 10.15 | 3 Apr 1 6595 C BTO 11.35 | 3 Apr 1 6625 C STO 1.95 | 3 Apr 1 6555 P STO 3.70",-1595,6575.32,"2026-04-01","16:00:00",0,-968,"Expired",-1896,-39.62382445141066,3,247747,4785,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.263,0.01,23.99,24.53,28.04,35.64,16.3,-77.43
"2026-03-17","10:49:00",6743.16,"3 Mar 17 6735 P BTO 9.05 | 3 Mar 17 6745 C BTO 11.15 | 3 Mar 17 6780 C STO 0.95 | 3 Mar 17 6710 P STO 3.75",-1560,6716.09,"2026-03-17","16:00:00",0,-1891,"Expired",978,20.897435897435898,3,249643,4680,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.233,0.005,21.88,22.46,22.97,20.81,28.53,-48.4
"2026-03-16","11:40:00",6711.87,"3 Mar 16 6705 P BTO 10.55 | 3 Mar 16 6715 C BTO 10.95 | 3 Mar 16 6745 C STO 1.75 | 3 Mar 16 6675 P STO 3.85",-1600,6699.38,"2026-03-16","16:00:00",0,-562,"Expired",-3129,-65.1875,3,248665,4800,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.26,0.02,23.59,23.75,42.18,37.5,18.12,-64.88
"2026-03-10","12:17:00",6817.5,"3 Mar 10 6810 P BTO 9.90 | 3 Mar 10 6820 C BTO 11.40 | 3 Mar 10 6850 C STO 2.05 | 3 Mar 10 6785 P STO 4.05",-1530,6781.48,"2026-03-10","16:00:00",0,-2500,"Expired",2895,63.0718954248366,3,251794,4590,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.286,0.137,23.03,25.52,0.57,20.94,63.4,-34.64
"2026-03-04","11:03:00",6877.62,"3 Mar 4 6870 P BTO 9.85 | 3 Mar 4 6880 C BTO 11.30 | 3 Mar 4 6915 C STO 1.10 | 3 Mar 4 6845 P STO 4.15",-1600,6869.5,"2026-03-04","16:00:00",0,-50,"Expired",-4665,-97.1875,3,248899,4800,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.248,0.182,20.5,21.34,15.06,45.93,1.56,-97.5
"2026-02-25","10:33:00",6929.73,"3 Feb 25 6925 P BTO 7.55 | 3 Feb 25 6930 C BTO 8.85 | 3 Feb 25 6965 C STO 0.35 | 3 Feb 25 6895 P STO 2.00",-1415,6946.13,"2026-02-25","16:00:00",0,-1613,"Expired",579,13.63957597173145,3,253564,4245,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.143,0.006,18.54,17.96,25.08,14.58,50.53,-22.97
"2026-02-18","10:49:00",6904.16,"3 Feb 18 6895 P BTO 8.90 | 3 Feb 18 6905 C BTO 11.15 | 3 Feb 18 6940 C STO 0.85 | 3 Feb 18 6870 P STO 3.85",-1545,6881.31,"2026-02-18","16:00:00",0,-1369,"Expired",-543,-11.715210355987054,3,252985,4635,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.234,0.007,18.71,19.53,12.26,48.68,51.46,-58.25
"2026-02-06","11:35:00",6898.5,"3 Feb 6 6890 P BTO 9.35 | 3 Feb 6 6900 C BTO 11.45 | 3 Feb 6 6935 C STO 1.00 | 3 Feb 6 6865 P STO 4.05",-1585,6932.3,"2026-02-06","16:00:00",0,-3230,"Expired",4920,103.47003154574132,3,253528,4755,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.243,0.005,18.24,17.87,18.34,81.76,118.3,-14.83
"2026-01-27","09:53:00",6974.01,"3 Jan 27 6970 P BTO 7.85 | 3 Jan 27 6975 C BTO 7.95 | 3 Jan 27 7010 C STO 0.35 | 3 Jan 27 6940 P STO 2.25",-1330,6978.6,"2026-01-27","16:00:00",0,-360,"Expired",-2925,-73.30827067669173,3,248608,3990,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.165,0.026,15.93,16.2,15.73,8.05,21.43,-72.93
"2026-01-22","10:48:00",6918.03,"3 Jan 22 6910 P BTO 8.35 | 3 Jan 22 6920 C BTO 10.40 | 3 Jan 22 6955 C STO 0.85 | 3 Jan 22 6885 P STO 3.05",-1495,6913.35,"2026-01-22","16:00:00",0,0,"Expired",-4500,-100.33444816053512,3,251533,4485,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.208,1,15.72,15.61,38.82,3.59,13.71,-100
"2026-01-21","10:32:00",6858.06,"3 Jan 21 6850 P BTO 9.25 | 3 Jan 21 6860 C BTO 11.30 | 3 Jan 21 6895 C STO 0.90 | 3 Jan 21 6825 P STO 3.85",-1590,6875.62,"2026-01-21","16:00:00",0,-1562,"Expired",-99,-2.0754716981132075,3,256033,4770,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.231,0.006,17.59,17.02,13.85,47.35,101.89,-37.11
"2026-01-15","10:15:00",6964.66,"3 Jan 15 6960 P BTO 8.60 | 3 Jan 15 6965 C BTO 10.35 | 3 Jan 15 7000 C STO 0.55 | 3 Jan 15 6930 P STO 2.60",-1590,6944.47,"2026-01-15","16:00:00",0,-1553,"Expired",-126,-2.6415094339622645,3,256132,4770,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.166,0.006,15.6,15.8,42.86,-4.8,25.16,-51.89
"2026-01-09","10:15:00",6938.95,"3 Jan 9 6930 P BTO 8.65 | 3 Jan 9 6940 C BTO 10.95 | 3 Jan 9 6975 C STO 1.15 | 3 Jan 9 6905 P STO 3.35",-1520,6966.28,"2026-01-09","16:00:00",0,-2628,"Expired",3309,72.5657894736842,3,256258,4560,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.23,0.004,15.15,14.52,6.37,11.12,121.05,-4.28
"2025-12-24","09:51:00",6913.97,"6 Dec 24 6910 P BTO 3.35 | 6 Dec 24 6915 C BTO 4.65 | 6 Dec 24 6950 C STO 0.15 | 6 Dec 24 6880 P STO 0.45",-750,6932.05,"2025-12-24","13:00:00",0,-1705,"Expired",5700,126.66666666666666,6,252949,4500,"SPX","*SPX RIC--0 DTE--Daily--v2.1",30,0.075,0.006,13.8,13.41,-4.88,9.06,190,-16
"2025-12-22","09:51:00",6862.98,"3 Dec 22 6855 P BTO 7.45 | 3 Dec 22 6865 C BTO 9.80 | 3 Dec 22 6900 C STO 0.65 | 3 Dec 22 6830 P STO 2.70",-1400,6878.49,"2025-12-22","16:00:00",0,-1349,"Expired",-168,-4,3,247249,4200,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.194,0.007,14.7,14.03,30.71,-2.23,23.93,-41.07
"2025-12-19","10:34:00",6827.6,"3 Dec 19 6820 P BTO 9.95 | 3 Dec 19 6830 C BTO 11.10 | 3 Dec 19 6865 C STO 0.80 | 3 Dec 19 6795 P STO 4.45",-1590,6834.5,"2025-12-19","16:00:00",0,-450,"Expired",-3435,-72.0125786163522,3,247417,4770,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.249,0.02,15.35,15.1,17.86,34.98,0.31,-88.05
"2025-12-18","10:46:00",6812.74,"3 Dec 18 6805 P BTO 10.05 | 3 Dec 18 6815 C BTO 11.45 | 3 Dec 18 6850 C STO 1.00 | 3 Dec 18 6780 P STO 4.65",-1595,6774.76,"2025-12-18","16:00:00",0,-2500,"Expired",2700,56.42633228840125,3,250852,4785,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.263,0.187,16.05,16.81,56.63,34.68,56.74,-49.53
"2025-12-02","10:02:00",6844.11,"3 Dec 2 6835 P BTO 8.95 | 3 Dec 2 6845 C BTO 11.45 | 3 Dec 2 6880 C STO 1.15 | 3 Dec 2 6810 P STO 3.55",-1580,6829.37,"2025-12-02","16:00:00",0,-563,"Expired",-3066,-64.68354430379748,3,248152,4740,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.23,0.017,16.55,16.6,18.33,13.15,10.76,-84.81
"2025-11-26","10:35:00",6803,"3 Nov 26 6795 P BTO 9.30 | 3 Nov 26 6805 C BTO 11.10 | 3 Nov 26 6840 C STO 1.35 | 3 Nov 26 6770 P STO 3.95",-1520,6812.61,"2025-11-26","16:00:00",0,-761,"Expired",-2292,-50.26315789473684,3,251218,4560,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.26,0.013,17.68,17.29,27.67,9.45,62.17,-49.93
"2025-11-25","11:37:00",6719.1,"3 Nov 25 6710 P BTO 9.25 | 3 Nov 25 6720 C BTO 11.50 | 3 Nov 25 6755 C STO 1.10 | 3 Nov 25 6685 P STO 3.80",-1595,6765.88,"2025-11-25","16:00:00",0,-3500,"Expired",5700,119.12225705329153,3,253510,4785,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.236,0.245,19.55,18.61,-8.09,22.07,119.44,-1.57
"2025-11-24","11:09:00",6694.25,"3 Nov 24 6685 P BTO 9.75 | 3 Nov 24 6695 C BTO 12.15 | 3 Nov 24 6730 C STO 1.55 | 3 Nov 24 6660 P STO 4.50",-1595,6705.12,"2025-11-24","16:00:00",0,-1012,"Expired",-1764,-36.86520376175549,3,247810,4785,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.276,0.009,21.02,20.63,33.55,57.71,18.18,-53.92
"2025-11-10","09:45:00",6808.57,"3 Nov 10 6800 P BTO 10.65 | 3 Nov 10 6810 C BTO 11.75 | 3 Nov 10 6845 C STO 1.50 | 3 Nov 10 6775 P STO 5.15",-1585,6832.43,"2025-11-10","16:00:00",0,-2243,"Expired",1959,41.198738170347006,3,249574,4755,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.297,0.004,17.98,17.72,56.56,23.21,83.28,-35.02
"2025-10-30","12:14:00",6872.92,"3 Oct 30 6865 P BTO 9.20 | 3 Oct 30 6875 C BTO 10.90 | 3 Oct 30 6910 C STO 0.95 | 3 Oct 30 6840 P STO 3.65",-1560,6822.34,"2025-10-30","16:00:00",0,-2500,"Expired",2805,59.93589743589743,3,247615,4680,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.229,0.418,16.57,17.36,-30.09,12.42,60.26,-44.23
"2025-10-24","09:46:00",6797.24,"3 Oct 24 6790 P BTO 9.85 | 3 Oct 24 6800 C BTO 10.90 | 3 Oct 24 6830 C STO 1.10 | 3 Oct 24 6760 P STO 4.25",-1550,6791.69,"2025-10-24","16:00:00",0,0,"Expired",-4665,-100.32258064516128,3,244810,4650,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.258,0.667,16.32,16.37,33.63,25.17,0,-100
"2025-10-20","09:53:00",6714.13,"3 Oct 20 6705 P BTO 9.75 | 3 Oct 20 6715 C BTO 12.35 | 3 Oct 20 6750 C STO 1.35 | 3 Oct 20 6680 P STO 4.85",-1600,6735.13,"2025-10-20","16:00:00",0,-2013,"Expired",1224,25.5,3,249475,4800,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.281,0.005,19.46,18.32,26.04,24.08,74.69,-8.75
"2025-10-15","10:15:00",6717.47,"3 Oct 15 6710 P BTO 10.85 | 3 Oct 15 6720 C BTO 11.85 | 3 Oct 15 6750 C STO 2.15 | 3 Oct 15 6680 P STO 4.85",-1580,6671.06,"2025-10-15","16:00:00",0,-3000,"Expired",4245,89.55696202531645,3,248251,4740,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.308,0.241,19.19,20.46,43.96,29.2,89.87,-18.04
"2025-10-13","11:51:00",6649.07,"3 Oct 13 6640 P BTO 9.50 | 3 Oct 13 6650 C BTO 11.70 | 3 Oct 13 6685 C STO 1.20 | 3 Oct 13 6615 P STO 4.30",-1580,6654.72,"2025-10-13","16:00:00",0,-472,"Expired",-3339,-70.44303797468355,3,244006,4740,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.259,0.021,19.73,18.94,70.02,26.54,27.85,-73.73
"2025-10-08","10:07:00",6737.49,"3 Oct 8 6730 P BTO 6.80 | 3 Oct 8 6740 C BTO 8.55 | 3 Oct 8 6770 C STO 0.65 | 3 Oct 8 6700 P STO 1.80",-1300,6753.72,"2025-10-08","16:00:00",0,-1372,"Expired",201,5.153846153846154,3,247345,3900,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.16,0.007,16.88,16.25,9.28,13.62,25.77,-35
"2025-10-03","11:49:00",6743.43,"4 Oct 3 6740 P BTO 4.95 | 4 Oct 3 6745 C BTO 5.95 | 4 Oct 3 6780 C STO 0.10 | 4 Oct 3 6710 P STO 0.90",-1000,6715.79,"2025-10-03","16:00:00",0,-2421,"Expired",5664,141.6,4,247144,4000,"SPX","*SPX RIC--0 DTE--Daily--v2.1",20,0.092,0.004,16.25,16.53,6.79,21.29,153.5,-17
"2025-09-26","09:59:00",6643.35,"3 Sep 26 6635 P BTO 9.45 | 3 Sep 26 6645 C BTO 11.30 | 3 Sep 26 6680 C STO 1.05 | 3 Sep 26 6610 P STO 3.85",-1595,6643.7,"2025-09-26","16:00:00",0,0,"Expired",-4800,-100.31347962382443,3,241480,4785,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.236,0.667,16.16,15.36,10.66,27.97,9.09,-100
"2025-09-10","10:07:00",6552.78,"3 Sep 10 6550 P BTO 7.40 | 3 Sep 10 6555 C BTO 7.05 | 3 Sep 10 6590 C STO 0.25 | 3 Sep 10 6520 P STO 1.80",-1250,6532.04,"2025-09-10","16:00:00",0,-1796,"Expired",1623,43.28,3,246280,3750,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.142,0.005,14.66,15.33,37.68,2.49,115.2,-27.6
"2025-09-04","09:35:00",6460.41,"3 Sep 4 6455 P BTO 8.30 | 3 Sep 4 6460 C BTO 10.35 | 3 Sep 4 6495 C STO 0.60 | 3 Sep 4 6425 P STO 2.40",-1575,6502.08,"2025-09-04","16:00:00",0,-3500,"Expired",5760,121.90476190476191,3,244657,4725,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.161,0.169,15.99,15.41,8.34,3.81,122.22,-17.14
"2025-09-03","10:27:00",6442.71,"4 Sep 3 6435 P BTO 6.35 | 4 Sep 3 6445 C BTO 7.90 | 4 Sep 3 6480 C STO 0.30 | 4 Sep 3 6410 P STO 2.00",-1205,6448.26,"2025-09-03","16:00:00",0,-326,"Expired",-3536,-73.3609958506224,4,238897,4820,"SPX","*SPX RIC--0 DTE--Daily--v2.1",20,0.161,0.053,16.94,16.48,30.28,-3.11,29.88,-98.34
"2025-08-22","10:18:00",6462.55,"3 Aug 22 6450 P BTO 10.80 | 3 Aug 22 6465 C BTO 14.05 | 3 Aug 22 6500 C STO 2.55 | 3 Aug 22 6430 P STO 6.40",-1600,6466.91,"2025-08-22","16:00:00",0,-191,"Expired",-4242,-88.375,3,242433,4800,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.36,0.062,14.8,14.24,14.42,77.96,13.44,-97.81
"2025-08-19","10:23:00",6454.11,"4 Aug 19 6450 P BTO 5.55 | 4 Aug 19 6455 C BTO 6.95 | 4 Aug 19 6490 C STO 0.35 | 4 Aug 19 6420 P STO 0.90",-1135,6411.37,"2025-08-19","16:00:00",0,-3000,"Expired",7440,163.87665198237886,4,246675,4540,"SPX","*SPX RIC--0 DTE--Daily--v2.1",20,0.1,0.22,14.81,15.56,-2.91,7.87,165.64,-4.85
"2025-08-12","09:36:00",6413.12,"2 Aug 12 6405 P BTO 9.30 | 2 Aug 12 6415 C BTO 11.00 | 2 Aug 12 6450 C STO 1.10 | 2 Aug 12 6380 P STO 3.50",-1580,6445.76,"2025-08-12","16:00:00",0,-3076,"Expired",2982,94.36708860759494,2,239235,3160,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.227,0.003,15.12,14.8,21.72,17.95,95.57,-22.15
